song,artist,id,MISSING
Little Lady,Duke Jupiter,5Ts515NJwLJWVszLd5ke4Z,MISSING
A Brand New Me,Dusty Springfield,7wEWrvwOzSnJtEQhDNEGOm,MISSING
Funky Broadway Part I,Dyke And The Blazers,6zpzbHvGyBMfS8RQIuSnjP,MISSING
Ski King,E.C. Beatty,7pQRLdZrlBs1mPt8ks6l2m,MISSING
"Say It, Say It",E.G. Daily,6979YmbY2rScYdH6ovoQxF,MISSING
Lick Back,EST Gee,6P5ulGKtC4x6RnFbzfpq8O,MISSING
Love And Happiness,Earnest Jackson,1hSjhgHpChkDddQvHAnsln,MISSING
Sunday Morning,"Earth, Wind & Fire",2lnx4mfdXyAYvtVPYXRPcD,MISSING
Come Out Fighting,Easterhouse,0nJ1NnGsAbmHjNuJKArCAI,MISSING
A Girl Like You,Easton Corbin,3AsNVBJ7LHsltdu9490ZiS,MISSING
Baby Be My Love Song,Easton Corbin,6WCqjXvMxAN2yP4dzeoyhF,MISSING
Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,MISSING
Lego House,Ed Sheeran,3cBHUfts3KKLqXTo8U91pz,MISSING
Shivers,Ed Sheeran,50nfwKoDiSYg8zOCREWAm5,MISSING
Visiting Hours,Ed Sheeran,3JMdrrUhumM99dFzZjZPVd,MISSING
One In A Million,Eddie & The Tide,2x50KnFT8ftCazBjTEoX4U,MISSING
Games That Lovers Play,Eddie Fisher,4t3lklr6YGeCK4MXfGkKBl,MISSING
People Like You,Eddie Fisher,6cahHUfSQDIB8i0Yx3srwx,MISSING
Bandit Of My Dreams,Eddie Hodges,2HzOTwIfaNsdsr1KVtuID7,MISSING
New Orleans,Eddie Hodges,6UFXM6kmOprPyYmbwiSSEy,MISSING
They Don't Make Love Like They Used To,Eddy Arnold,5aiI6vcyhkkPmsTWsAu65t,MISSING
What's He Doing In My World,Eddy Arnold,3zTl22OIX7lsqqHoq3xuoO,MISSING
I Don't Wanna Dance,Eddy Grant,1BgqXYebLntiA4etMGoDJg,MISSING
Close Your Eyes,Edward Bear,0gFxjJvSVHbkvlrA5ErXYv,MISSING
"You, Me And Mexico",Edward Bear,6TrN11JReoddt2kXtx602X,MISSING
Back Street,Edwin Starr,3RkJsA0JxopALjE3Nkfrm7,MISSING
Treasure Of Your Love,Eileen Rodgers,193VYSbs1du0k1leg5AXcw,MISSING
Mongoose,Elephant's Memory,7vY6glCrnLZH3O5IJ7mkYV,MISSING
Forgive Me For Dreaming,Elisa Fiorillo,7cje1GTEFByjRcpdeyN3Xq,MISSING
How Can I Forget You,Elisa Fiorillo,5d8byUVc57r4axH3JLbLAX,MISSING
How High The Moon (Part 1),Ella Fitzgerald,4jz6SXZpa6794i9md9MxNs,MISSING
What's A Matter Baby,Ellen Foley,0jmKKKt7Iuy14ZnJOGegsf,MISSING
Beating Heart,Ellie Goulding,74ShSWUO9MyQ12K5b9ToCf,MISSING
Something In The Way You Move,Ellie Goulding,2VwsyCOfhWZg0cNUfLNptd,MISSING
I Want You To Be My Baby,Ellie Greenwich,5w1urYjnY6qkn2vF4GQSmS,MISSING
Healing Hands,Elton John,4oOx8R53SgRSLrVtRyKGFw,MISSING
Made In England,Elton John,6VmxhbNRCURgu8d5pEPRb8,MISSING
Cold Heart (PNAU Remix),Elton John & Dua Lipa,6zSpb8dQRaw0M1dK8PBwQz,MISSING
My Boy,Elvie Shane,47fyYjbsfq48e3fUys4Xaa,MISSING
Blue Christmas,Elvis Presley,1v16egr5tA4qGdeY8Fiv1b,MISSING
Can't Help Falling In Love,Elvis Presley With The Jordanaires,0ghQkNDYLSl4GsqfkjTjWx,MISSING
Indescribably Blue,Elvis Presley With The Jordanaires and The Imperials Quartet,4TlNpP0LK0pRMGD9I8SXMy,MISSING
Moments,Emerson Drive,0cD8u4HSKXY8fYEqSxhUJb,MISSING
Burning House,Emily Ann Roberts,4hgrcrkcaHtsdKU35RZyn6,MISSING
Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",0ltIb83VBPvnGDKg7axXej,MISSING
Goodbye My Friend,Engelbert Humperdinck,5jZ0ooFQg4qEobPNSJjomm,MISSING
My Marie,Engelbert Humperdinck,0vOCSKMf7K0LiWLLXmpVjm,MISSING
Release Me (And Let Me Love Again),Engelbert Humperdinck,1kJ2VFimNH9RYxloaXNWde,MISSING
This Moment In Time,Engelbert Humperdinck,3sWHFwTUKWTwETu4QmD8bb,MISSING
In It For Love,England Dan & John Ford Coley,4aSsDBxNFqIjy4X8EsXXMF,MISSING
I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,4VCyTdIsmqFg67MfegAavM,MISSING
With My Eyes Wide Open I'm Dreaming,Enoch Light & The Light Brigade,1ilproUHpsC0KsfZjMBRmt,MISSING
Drowning In Your Eyes,Ephraim Lewis,2V7AlCtwsvWaondWeo1hvm,MISSING
Savin' Myself,Eria Fachin,0akxjbTfOeUjdT9FLDZvhY,MISSING
Juice (Know The Ledge),Eric B. & Rakim,4LXsPdBcHAuttD9mKyhA8a,MISSING
I Wanna Hear It From Your Lips,Eric Carmen,64guo7lFSrByLkkAo0zhyK,MISSING
Love Your Love The Most,Eric Church,1ejsHmXBdf1RMLAmDQdFdh,MISSING
Stick That In Your Country Song,Eric Church,5lH14PEjAXYuMTz0Dd4L1D,MISSING
Information,Eric Martin,4eAbPM05UqNYKhOuJZCxMV,MISSING
Bomdigi,Erick Sermon,6tRh6OfYIZbZhq6uQVBaF3,MISSING
A Lover's Question,Ernestine Anderson,5jvoSEkufePngIRDfR6zlz,MISSING
The Charleston,Ernie Fields,41aUPKySPy8rxBAk6qDCM0,MISSING
In The Mood,Ernie Fields & Orch.,39pPHoo8C46od61yVBEh7E,MISSING
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman,7ccG0AeqeU5YrCpWyAaQ7H,MISSING
The Twist,Ernie Freeman,41P1mrjKY2e0jaWKjjqkEh,MISSING
Thank You,Estelle,36qilu2idSkz767yL18Qrv,MISSING
Cinderella Rockefella,Esther & Abi Ofarim,3uzei5pnh4Cbtz207FKjPT,MISSING
When A Woman Loves A Man,Esther Phillips,2PFqgzG65dvpdsdIkMzPkA,MISSING
Mrs. Bluebird,Eternity's Children,4Eur5HL2hyJcMVAa9K5QQT,MISSING
Fools Rush In,Etta James,5MVlFGoBArEqXaxT9Caock,MISSING
I Got You Babe,Etta James,228jEjW3dgYStlF1JrZfdq,MISSING
I Need You,Euclid Beach Band,4FNeVWrfrDyluFTDnAqVbi,MISSING
Pretty Girls Everywhere,Eugene Church and The Fellows,6nPZeggZRnNTMPbcEnrZml,MISSING
Lost In Paradise,Evanescence,7c8unZeNL9gI6Go9DgGYpb,MISSING
What You Want,Evanescence,0uOo8xRtQ6okTZMR89ppVk,MISSING
Missing,Everything But The Girl,79dD64QT2l64W12VkPGjvZ,MISSING
Wrong,Everything But The Girl,68U5K7U8xSoiHmL4QboOE1,MISSING
I Love Makin' Love To You,Evie Sands,4ZqzmbPVCzCL1mTBdY8cza,MISSING
You Brought The Woman Out Of Me,Evie Sands,2ZWgfIzgvdmCSpCCPO7vcK,MISSING
Why Can't You Come Home,Ex-Girlfriend,7FT7qUTOQE4XO6PNZPE0av,MISSING
As Long As I Can Dream,Expose,1NhtR7yMiPk4DFPGZ7riyR,MISSING
I Wish The Phone Would Ring,Expose,4F9hvPzxqVW1Iwptrt2n3B,MISSING
In Walked Love,Expose,4ENfuBZB2HtwR1w89CSfvK,MISSING
"Don't Try To Fight It, Baby",Eydie Gorme,1KyarHZEJuMTbd9TEpzKVu,MISSING
Everybody Go Home,Eydie Gorme,6lDZ1IkvskgugmN41ksilw,MISSING
I Want You To Meet My Baby,Eydie Gorme,2lvg2ZZ9nPyIRK4hsA7AtB,MISSING
Tonight I'll Say A Prayer,Eydie Gorme,2iNfDmKtgvrK120J8DP9KF,MISSING
Come On And Get Me,Fabian,6Tyrmj5i0sIDv03DQzSO12,MISSING
Got The Feeling,Fabian,2SCsbNJPm5SRulCELMPtow,MISSING
Hound Dog Man,Fabian,3BmaaYnFoZc9I8zTaYNUCc,MISSING
Kissin' And Twistin',Fabian,6Woda585XgCBFLd8Pwaj3V,MISSING
String Along,Fabian,7jtMOS6IaTcvVW75m7w7au,MISSING
This Friendly World,Fabian,28dayp6MUbKqfOACiOnB9S,MISSING
Tiger,Fabian,79XxOR7ZN4gPgw7Vo7H816,MISSING
Mirror Star,Fabulous Poodles,3cGWZDPMbPIR5o12o9bTZL,MISSING
10/9/2008,Face To Face,1QZuNIwnUChRn8zsZM6qkl,MISSING
Sometimes,Facts Of Life,5v2wooHJc7meFpt80x7lpQ,MISSING
Dancin' Shoes,Faith Band,4m6n7fgjS1mP5FjLGeGoF8,MISSING
Come Home,Faith Hill,7IALMJlkjCSc0brxaQnCbV,MISSING
Baby Don't Take Your Love,"Faith, Hope And Charity",5fAubzIthzSyeTKcDMYoBF,MISSING
So Much Love,"Faith, Hope And Charity",1tEtX4jn9JPQwwGsW6oVwj,MISSING
Touch Me,Fancy,6E0UZPCoy7wU8ioe5U5l4J,MISSING
Wild Thing,Fancy,2XoBbmK4ApABtVWQBpSEbT,MISSING
Butter Boy,Fanny,40IuvnynqaBdmmR0o0JOqm,MISSING
Bittersweet,Fantasia,7lDO0HIPCt63UJj5b20Dft,MISSING
Alvin Stone (The Birth & Death Of A Gangster),Fantastic Four,0vYlwtL5eaMpLnFNM6Q49C,MISSING
Pepas,Farruko,5fwSHlTEWpluwOM0Sxnh5k,MISSING
"Louie, Louie",Fat Boys,2nF2qipJgHQvZYtFmrSoQ7,MISSING
The Twist,Fat Boys,5Klgx19dxRpzMlNusBv2r0,MISSING
Before I Grow Too Old,Fats Domino,46HWAi2wZzWQaRuSuX7Kdu,MISSING
Coquette,Fats Domino,3wVRC7XGgay0BoYiDsA5KP,MISSING
Dance With Mr. Domino,Fats Domino,5eJdl6XK4Wl2quCokGkT86,MISSING
Did You Ever See A Dream Walking,Fats Domino,6NVf2Bfbes8gTEmkYJn0Hp,MISSING
Fell In Love On Monday,Fats Domino,3diYOnXDyWau7JJNG76u3c,MISSING
I'm Ready,Fats Domino,6By3G8umPjG21MBoqMw55d,MISSING
Ida Jane,Fats Domino,1TlARCew3Q8m3farPiLOhq,MISSING
If You Need Me,Fats Domino,1q4cr08OS9XyPNQUwanpAz,MISSING
Little Mary,Fats Domino,2xP7HSzLjtJsbuW7noNoeL,MISSING
My Real Name,Fats Domino,50O2i8HRJIeBtnqpqlqRZh,MISSING
Nothing New (Same Old Thing),Fats Domino,3WgjedKdtPCwsA2qJ3IK0o,MISSING
Red Sails In The Sunset,Fats Domino,2dCZIytqWZEKdup6XPDmn4,MISSING
Rockin' Bicycle,Fats Domino,2qojdxBpaNKax8g6IjlTtq,MISSING
Tell Me That You Love Me,Fats Domino,5RYItPEl75isM353L7BU71,MISSING
What A Party,Fats Domino,2EaNeD8FL9wZHegWO4lgjw,MISSING
You Win Again,Fats Domino,4RAWjh2sQvEOWimtJYrA45,MISSING
Young School Girl,Fats Domino,69rgUrLEaNkKKzVTujRVrm,MISSING
Friends,Feather,0uYFCsa9egCxn8HbIsnqk5,MISSING
Take Me Away,Fefe Dobson,2Cvdv8AWXuikxnLrMs5I13,MISSING
1234,Feist,6mEv7MP8EB4mdPJUoPtvmB,MISSING
It May Be Winter Outside (But In My Heart It's Spring),Felice Taylor,0xTkZjpIAGYvK1gvUmvIMT,MISSING
The Fanatic,Felony,1Iq2pmpj7yRb0sqhM6goA4,MISSING
A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",4fjuB3sxvaknae1wkNTIcm,MISSING
(Love Theme From) One Eyed Jacks,Ferrante & Teicher,28qZeiMU8MFfeTnABYnbiR,MISSING
"(Theme From) ""Goodbye Again""",Ferrante & Teicher,2vMoxB1zamCbINFSJCWDR8,MISSING
Lisa,Ferrante & Teicher,019zImMXR64QCnrZhxf4nX,MISSING
Smile,Ferrante & Teicher,2F9IwBD6UundkxhbIBbZiq,MISSING
Theme From Lawrence Of Arabia,Ferrante & Teicher,09kixfTUpveVl2jl8acen9,MISSING
Tonight,Ferrante & Teicher,63Y4Eq4lYDDZyqEFa6O44d,MISSING
Jimmy Choo,Fetty Wap,7s49Um7G06hq2rulrHPsIy,MISSING
Wake Up,Fetty Wap,6BOtDFg6GJm0rPUDuNmx57,MISSING
Hey Man Nice Shot,Filter,1IyHPt3b6BrhdMwNyk0VM0,MISSING
Where Do We Go From Here,Filter,0iU9Qfn7hoJHbBleOaMOAt,MISSING
Torquay,Fireballs,4DTXyI7aqUQ7fPPI6MG0dk,MISSING
Armed And Extremely Dangerous,First Choice,2WevP4IdbVQ80XrPWJsVR9,MISSING
Newsy Neighbors,First Choice,2Aeg4mP0pvoRwSdMsV3FoT,MISSING
Smarty Pants,First Choice,4PkRxS9JeMczXQSXOVeBjn,MISSING
Funny How Love Can Be,First Class,56QokNaCTNV0qkcKXAicPV,MISSING
Do What You Wanna Do,Five Flights Up,23jlbDsVtErIax2XSaZDHW,MISSING
How I Feel,Flo Rida,3et1SjQkOhOSUl9vzfDzlx,MISSING
Right Round,Flo Rida,1GTC0gBd5B8YmVf3tRl9Ln,MISSING
Cake,Flo Rida & 99 Percent,6BOdGGWjwA31cohADkD5LV,MISSING
Hot Pepper,Floyd Cramer,5fVEGr5djSofvIQOgyLkUS,MISSING
Let's Go,Floyd Cramer,5ZdiKmM2pcxWnUDM0xYjhl,MISSING
Recovery,Fontella Bass,0bJrWYVfCpObiOpeN0TUOW,MISSING
Safe And Sound,Fontella Bass,2FGnxdx61AQcOupUx7Sk5p,MISSING
"Rain, Oh Rain",Fools Gold,0JHKa7kPtfEiSw7zXKVuSz,MISSING
You Don't Know Nothin',For Real,6eEKu9NNY9rXc3GEs2dFft,MISSING
Love Is A House,Force M.D.'s,2FugBtxISbWkPCgEpUT2OQ,MISSING
Tender Love,Force M.D.'s,6D527hFJzl1vWSzosEbyQk,MISSING
Dream,Forest For The Trees,1Ygfp0ZBeeHihBh2SQsnV0,MISSING
Stacy,Fortune,6zjZjjgj8pvvRvZhl9AFOI,MISSING
Miles Away,Fotomaker,3KhCzsfcx91GzKCjZRVKzn,MISSING
Mister Nico,Four Jacks And A Jill,5Lu7IAEgjNF7n4s1osxPvQ,MISSING
Hot Spot,Foxy Brown,27vsyn5d9HPSkeLleEnL1x,MISSING
Toca's Miracle,Fragma,6oE5yvroDXWNYWpIFz2JJB,MISSING
Theme From Love Story,Francis Lai And His Orchestra,1Zv8bmRsBOOGG5BZJsGY0I,MISSING
On The Beach,Frank Chacksfield And His Orch.,3C1d2Sjd1LDqFaLVkzsLbW,MISSING
Lullaby Of Love,Frank Gari,5sTbXcPWHva9s7FMAmoAec,MISSING
Please,Frank Ifield,7gq70fBhYiaFMrh6yvaOqq,MISSING
Good Thing Man,Frank Lucas,7h0LuDyP9P0Imeotm2i3tO,MISSING
"Love Me, Love Me Love",Frank Mills,72JRRGkyQfyDah0Asy7Wjh,MISSING
Peter Piper,Frank Mills,2VNs8bxnelCIpFGRho2hS1,MISSING
Anytime (I'll Be There),Frank Sinatra,1KGpbdZlQ4jnA7CoqilixL,MISSING
I Believe I'm Gonna Love You,Frank Sinatra,3NrJcpy92CjDXdYoVDAHt6,MISSING
I Would Be In Love (Anyway),Frank Sinatra,5wyONsMb0O5fiRFYsPZhg9,MISSING
Me And My Shadow,Frank Sinatra & Sammy Davis Jr.,1oOSDgaXuo40eOcyz0E7fj,MISSING
Flying Circle,Frank Slay And His Orchestra,78ZeQi06bhPgBp1nEsxEDY,MISSING
Case Of You,Frank Stallone,3yybRgXHBSFdFS9arnJhWo,MISSING
Don't Eat The Yellow Snow,Frank Zappa,7JltYZ92nPYCo6CwRT8bdJ,MISSING
F.U.R.B. (F U Right Back),Frankee,35Y18Dv2pAiJ7v0Zou9gxI,MISSING
A Miracle,Frankie Avalon,1USwd0VpMKlgfMYmdrJJvq,MISSING
Don't Throw Away All Those Teardrops,Frankie Avalon,2bDjFS6LOjGjko7Hms9FtC,MISSING
I'll Wait For You,Frankie Avalon,01qTHGZao8UBTZJzJ4agsE,MISSING
The Puppet Song,Frankie Avalon,6RkvtUnLfSvHNlosDShSyL,MISSING
Tuxedo Junction,Frankie Avalon,3TjvbvtdWiNF1M3BcoEDat,MISSING
Who Else But You,Frankie Avalon,0z57v0bDuI9gByZWZ2qpW3,MISSING
Joanie,Frankie Calen,3Aq3KkxoTxcTApZASmfMsk,MISSING
Alimony,Frankie Ford,4GrFU6vSw8ildV5dQIgnI7,MISSING
Sea Cruise,Frankie Ford,5rtYGnyKCHaD977h5vhC3L,MISSING
Time After Time,Frankie Ford,4bbm7URCgqScRQEWzXVnEO,MISSING
You Talk Too Much,Frankie Ford,4IReoaJvIOK3tqDb5ieKFi,MISSING
Making Memories,Frankie Laine,6sMuzESOenbgqXSUdYy1FW,MISSING
To Each His Own,Frankie Laine,4qT8AobbFK8hDQOlHBWUMj,MISSING
Black Land Farmer,Frankie Miller,7xECdsQ8kAX1O5fbxABa0s,MISSING
The Doodle Song,Frankie Miller,4MxEKsc0PTakD4LyeiCYor,MISSING
To Dream The Dream,Frankie Miller,06Xcvh8zm0ogiwRErSEqXO,MISSING
I Make A Fool Of Myself,Frankie Valli,2lBuql0mYYMfC83ppuQEnE,MISSING
Judy,Frankie Vaughan,6OHW99LmlOeP6KYfuAxQsI,MISSING
Here I Go (Fallin' In Love Again),Frannie Golde,1EDAnZjfKkJoe1fkuyd2U0,MISSING
Battle Of Gettysburg,Fred Darian,7HkFPQouWNbR5lpHf0PtSH,MISSING
Johnny Willow,Fred Darian,4P5sAyZWsse8eqdfF6f6fv,MISSING
Monster,Fred Schneider,4ckYtCucL8hyGBdEOcL2ns,MISSING
Deeper & Deeper,Freda Payne,6jUA8zTORuH85dBDifL2MC,MISSING
I Got A Woman,Freddie Scott,6bGcRsHq2xfqODyYAauu6Y,MISSING
Where Does Love Go,Freddie Scott,5xug7koqLV04RgxkDsWvad,MISSING
Chattanooga Shoe Shine Boy,Freddy Cannon,6bteJsEAMLEIRTSOSNL6ZH,MISSING
For Me And My Gal,Freddy Cannon,3yE3vR0CjoVspygfoJGFAP,MISSING
Hide Away,Freddy King,3jkHKjSamNIw78f68dqA93,MISSING
Lonesome Whistle Blues,Freddy King,3DLic67t4RSNW2oHirZYIg,MISSING
San-Ho-Zay,Freddy King,2nzEcky0rEUkYOZGx1WUAA,MISSING
House Of The Rising Sun,Frijid Pink,6DU7X9yhp4xgkhNHJxgEOZ,MISSING
Sing A Song For Freedom,Frijid Pink,0OaGuxUl5arPeeQOtixZ0j,MISSING
Should I See,Frozen Ghost,5I4wTwJdBJgTE2NA0ErL5y,MISSING
Better By The Pound,Funkadelic,12SLHj991Ym8J3ASHg2DAy,MISSING
Can You Get To That,Funkadelic,5lc9L9FeLBwlJPgEbq9uEw,MISSING
"I Got A Thing, You Got A Thing, Everybody's Got A Thing",Funkadelic,5GIMpTRv0HMoPTMKfoNHV7,MISSING
I Wanna Know If It's Good To You?,Funkadelic,6m29fPL6H5aC38uaIRoEIA,MISSING
"You And Your Folks, Me And My Folks",Funkadelic,1alxqrqIYG7YIlaCmwzl6p,MISSING
Slow Dancing,Funky Kings,39mQRZBaeYd31Y9uTE1i5h,MISSING
4 Da Gang,Future,3IJ6BBFLD2I2CH3hHFQj3O,MISSING
Feed Me Dope,Future,3lyeSiAIdLoZUHhV8psOTI,MISSING
Fly S**t Only,Future,0DjGbGJ38WVWZ4njffE5CN,MISSING
I Like The Way She Do It,G Unit,3c1fI9dVeR0nKFkOYh3Sj0,MISSING
Good Life,G-Eazy & Kehlani,0ydclOeBAOXAYJJOmMQfDx,MISSING
Teddy Bear,G-Wiz,56FniIennySKdCMQarPAIU,MISSING
It's A Man Down There,G.L. Crockett,5LQwvnlNn84XLcVxWdtgD5,MISSING
The First Noel,Gabby Barrett,25W3eewfp10geV3fzWIGq3,MISSING
That's Life (That's Tough),Gabriel And The Angels,5GiTaGLheYvnTl52qFxqm9,MISSING
Big City Miss Ruth Ann,Gallery,0wY7JVisX508t2bto7QqC8,MISSING
Right The First Time,Gamma,79lDwxky82NLcqLGxHIag7,MISSING
Live It Up,Gardner Cole,6rA3XhfwaW4D7pPqJn8dhv,MISSING
Tell Me Baby,Garnet Mimms,7GxCkKhTPUGuuoyHwr3jcF,MISSING
Ask Me How I Know,Garth Brooks,2iXuNzdMklGtLwaI6o345H,MISSING
Do What You Gotta Do,Garth Brooks,5PVqGDjrL3AzbgRbqwIieC,MISSING
Good Ride Cowboy,Garth Brooks,1BXu4K8W7HXafUZo7MDlu4,MISSING
More Than A Memory,Garth Brooks,0dsES6WKdISjRqbiSYAHlM,MISSING
Wild Horses,Garth Brooks,1xgxGavDQDaavD60cBEv27,MISSING
Wrapped Up In You,Garth Brooks,47rP8iAz6WJutMWslCnbHZ,MISSING
Could You Ever Love Me Again,Gary & Dave,2mpVNgyWsXcBFS1IkUHjmj,MISSING
A Feelin' Like That,Gary Allan,4zhiR8GdYCOShGhs0itUyo,MISSING
I Didn't Know I Loved You (Till I Saw You Rock And Roll),Gary Glitter,3P8FnWnCCwa10uCzwpog6w,MISSING
Rock And Roll Part 2,Gary Glitter,17ebcNznhPl7yf8zCfsNV8,MISSING
Rhythm Of The Rain,Gary Lewis And The Playboys,4uZ1oRbgdkDmJ9o82Pa5hm,MISSING
A Girl Like You,Gary Stites,7DmRJiEy4H2gnLn8PGm5AL,MISSING
Lawdy Miss Clawdy,Gary Stites,08KZ8o5KxqVRJDLd3k0nVx,MISSING
Lonely For You,Gary Stites,1XWggrJFdzNjPjK0EBhEs9,MISSING
Starry Eyed,Gary Stites,3K9B8VaQAOGq0U3LhU0MF3,MISSING
7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,157ESNUvJI8NeHjV9hcDEd,MISSING
Drive My Car,Gary Toms Empire,4c7fW6ssLObaEwGgW4niAg,MISSING
Touch And Gone,Gary Wright,2q3LuI5doJd3OmTkUnQ13W,MISSING
Love Remains The Same,Gavin Rossdale,5iqk123OZlVkvSiTRiz4p5,MISSING
Poco-Loco,Gene & Eunice,7oWadw8UaxI0Gn6NIxvVED,MISSING
Get Down,Gene Chandler,6cQNKnUTSO07IwUJavzTFZ,MISSING
When You're #1,Gene Chandler,2sQawWo77Y05uLqXEMVJu2,MISSING
(I Wanna) Love My Life Away,Gene Pitney,3a5dU16xeHzWMkLr8mnrYQ,MISSING
(The Man Who Shot) Liberty Valance,Gene Pitney,6J1O1XuGLW2Gge4emsHtHH,MISSING
Backstage,Gene Pitney,4rWtrEbRMZgpnDTeYQgcLA,MISSING
Every Breath I Take,Gene Pitney,5mqJuf5U7M3eLNsaKZ0mUH,MISSING
Half Heaven - Half Heartache,Gene Pitney,3240Vl3pFBoPPQXQaQGO0u,MISSING
I Must Be Seeing Things,Gene Pitney,7t1mBtHy5md3Sqj7tebTvU,MISSING
If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,1uGCwiDtDOmlRknvyUBYSz,MISSING
It Hurts To Be In Love,Gene Pitney,6xBlFsN225fidmyuEIApR3,MISSING
Just One Smile,Gene Pitney,143fg33lVsPvUSxZyh0cnK,MISSING
Last Chance To Turn Around,Gene Pitney,3Ggl6WAFhat3IxV5XGhKTW,MISSING
Looking Through The Eyes Of Love,Gene Pitney,6iUR29cUJ9vNrneCYnGrBN,MISSING
Mecca,Gene Pitney,693X5GuzxbuUepd8t1G0HE,MISSING
Only Love Can Break A Heart,Gene Pitney,5fYVHUBPfApPTrgwh831t2,MISSING
Princess In Rags,Gene Pitney,4uMEwp3wbxRrQGijonv1I4,MISSING
She Lets Her Hair Down (Early In The Morning),Gene Pitney,2s6gmTma5MQojewf3Emola,MISSING
She's A Heartbreaker,Gene Pitney,6epd0c51hb1RDYDT5VpFOA,MISSING
That Girl Belongs To Yesterday,Gene Pitney,5iBj3PwlpCPLfwLzN7Qk5I,MISSING
Town Without Pity,Gene Pitney,5LNr78kW2P3mJvf9sqcBNI,MISSING
True Love Never Runs Smooth,Gene Pitney,1AolUpmz8ebCvZtRFMAcqL,MISSING
Twenty Four Hours From Tulsa,Gene Pitney,0flMUxju9xvKbV0xaFZlp6,MISSING
Yesterday's Hero,Gene Pitney,20imnYZmCQLZeGRz6riXuy,MISSING
This Heart,Gene Redding,2wRPrH0Q5rVxDxNVwMcmMF,MISSING
Baby's Gone,Gene Thomas,1Mr23jT7GmRHFm7UGpsyH9,MISSING
Pants On The Ground,General Larry Platt,2aYguRih2pKaKXiW7UFrbA,MISSING
Back In My Arms Again,Genya Ravan,6jEqn2c9E11sNcq4ahJkcz,MISSING
I Wish I Was Eighteen Again,George Burns,0gKlfjQCqFLVgeP88a9HjE,MISSING
Gee,George Hamilton IV,1Mi0mOFijbViZw4cFjBmHH,MISSING
When Will I Know,George Hamilton IV,1h6Ih6Wndyk1WOEZw6pDhc,MISSING
Your Cheatin' Heart,George Hamilton IV,3RHDHudJK8Ooya2lOfAau6,MISSING
"Baby, I Believe In You",George LaMond,0wWOeA6NFUbsz7JESOGpEY,MISSING
Where Does That Leave Love,George LaMond,0uCblGxozywHsi40jeutqr,MISSING
Baby Has Gone Bye Bye,George Maharis,4kW4TwGRdhAN3U8mp7BBmG,MISSING
Love Me As I Love You,George Maharis,2b39AQLnuzbnfmUc7IB42Y,MISSING
Teach Me Tonight,George Maharis,3s6pnpgC7aDwR6tSByPpef,MISSING
That's How It Goes,George Maharis,3aZxXWFsmIuGU2pS7RxYCq,MISSING
If You Can Do Anything Else,George Strait,1PmJcgLwG1wRC5qMdjogRD,MISSING
Living For The Night,George Strait,1BWBhzWgIL1eyNU02FfmVX,MISSING
The Breath You Take,George Strait,0zKsfGlBHj6mzZRhmACl8M,MISSING
Twang,George Strait,10Jl8nC5i4idX63nUk3mRj,MISSING
Get Away,Georgie Fame And The Blue Flames,0ncVdfMgdTdSirbhICZdYE,MISSING
Tina Cherry,Georgio,0f9tsjSv4fq9yaXDy1mYke,MISSING
Botella Tras Botella,Gera MX + Christian Nodal,3sJ2sOrWDNByof17q4FGrv,MISSING
Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,6XrD4W9ceNXlp1CTYIujW3,MISSING
I'm The One,Gerry And The Pacemakers,2l3bgsHr4lnHVO3YmhP8P2,MISSING
You'll Never Walk Alone,Gerry And The Pacemakers,5uzhBAff22jjQS8nQC8Abi,MISSING
Just So Lonely,Get Wet,1tkd39NvPplGOvdUq0NQgT,MISSING
Happiness Is Me And You,Gilbert O'Sullivan,6mMWjjf6a8Hd3LQjecicZn,MISSING
Man Of Constant Sorrow,Ginger Baker's Air Force,1IC9rFSPpZpIXGZkcSJPHb,MISSING
Dumb Head,Ginny Arnell,5xHsx5esG5ekiqIGnujg7w,MISSING
Son Of My Father,Giorgio,5vKLxWGFtixo43b0ika1kt,MISSING
I Must Be Dreaming,Giuffria,1gsxcnM0yQfuJFAbapYwbM,MISSING
For Tonight,Giveon,61Emqg95O9zo1GNOcyxq4Y,MISSING
Baby Don't Change Your Mind,Gladys Knight And The Pips,10ZTMnbePkxXRF1CM0QS0L,MISSING
On A Carousel,Glass Moon,0HqFLSXWRpQGEF0KYKFInX,MISSING
Everything A Man Could Ever Need,Glen Campbell,1ib7uuQkIG8V9hgAX569EL,MISSING
I Knew Jesus (Before He Was A Star),Glen Campbell,7n2vPHpuqST5Mvlg0soEtF,MISSING
I Love My Truck,Glen Campbell,0nB8uoxIoqF1jei3CpROK3,MISSING
I Will Never Pass This Way Again,Glen Campbell,09SbDTTf5rztBLmHZzzybO,MISSING
One Last Time,Glen Campbell,1FzoxA9PXDle7g6VVwUItm,MISSING
