index,song,artist,id
5367,December,Collective Soul,MISSING
5368,Heavy,Collective Soul,MISSING
5369,Listen,Collective Soul,MISSING
5370,Precious Declaration,Collective Soul,MISSING
5371,Run,Collective Soul,MISSING
5373,The World I Know,Collective Soul,MISSING
5398,Goin' To The Bank,Commodores,MISSING
5409,Painted Picture,Commodores,MISSING
5412,Still,Commodores,2OQOYULLeWnGzlGcXQMGLv
5432,Al Di La,Connie Francis,60hqsO48PgfLXbr1WD56Nt
5434,Baby's First Christmas,Connie Francis,3TVk5asKxAQywFX8DLRU1Y
5436,Blue Winter,Connie Francis,3d3DdH3ZL7W8wRDVY0ST5C
5444,For Mama (La Mamma),Connie Francis,MISSING
5448,He Thinks I Still Care,Connie Francis,MISSING
5458,Looking For Love,Connie Francis,2JQ3vENt8gCpeqpNfs1CW1
5459,"Love Is Me, Love Is You",Connie Francis,MISSING
5467,Roundabout,Connie Francis,MISSING
5469,Senza Mamma (With No One),Connie Francis,MISSING
5476,Too Many Rules,Connie Francis,MISSING
5481,Wishing It Was You,Connie Francis,MISSING
5486,Sixteen Reasons,Connie Stevens,5gSFERRoKOAiA7nOkr5IdI
5487,Too Young To Go Steady,Connie Stevens,2KTFKKNMGMXLJcRjU5prpV
5492,Danny Boy,Conway Twitty,2O7KD1tW6eyLLSE7ce0ohD
5501,Portrait Of A Fool,Conway Twitty,MISSING
5503,The Next Kiss (Is The Last Goodbye),Conway Twitty,MISSING
5507,You've Never Been This Far Before,Conway Twitty,MISSING
5508,After The Fire Is Gone,Conway Twitty & Loretta Lynn,MISSING
5510,My Projects,Coo Coo Cal,MISSING
5511,Try (Try To Fall In Love),Cooker,MISSING
5513,Matilda,Cookie And His Cupcakes,1wEZOWf16ceDSx1NThCylf
5516,"1, 2, 3, 4 (Sumpin' New)",Coolio,5mGfeBJ7XLZYYXyYraTs5K
5519,Too Hot,Coolio,2gEFmg39c0wjizBMLEfLO9
5522,The Dream Never Dies,Cooper Brothers,MISSING
5527,A Little Love,Corey Hart,MISSING
5528,Boy In The Box,Corey Hart,MISSING
5530,Dancin' With My Mirror,Corey Hart,MISSING
5531,Everything In My Heart,Corey Hart,MISSING
5532,I Am By Your Side,Corey Hart,MISSING
5533,In Your Soul,Corey Hart,MISSING
5534,It Ain't Enough,Corey Hart,MISSING
5549,Baby Baby,Corona,1O1EISliV8RNxH0l1GNsfp
5555,Going To Chicago Blues,Count Basie & His Orch.,MISSING
5563,Breakfast For Two,Country Joe McDonald,MISSING
5566,Alabam,Cowboy Copas,MISSING
5568,Topsy I,Cozy Cole,49bPGJjfml5kZHTOLlOyDy
5569,Topsy II,Cozy Cole,MISSING
5576,Keep Them Kisses Comin',Craig Campbell,MISSING
5577,Outta My Head,Craig Campbell,MISSING
5596,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,5EqhivdicXA2GlbwhhOfIM
5602,Stone Cold Sober,Crawler,MISSING
5604,Axel F,Crazy Frog,MISSING
5606,Anyone For Tennis,Cream,MISSING
5616,Overcome,Creed,0GiboWAUlUGzsUEbUwcJ09
5628,Proud Mary,Creedence Clearwater Revival,2EZc13S7YRi6bTS3SKteRN
5637,Changes,Crispian St. Peters,MISSING
5639,You Were On My Mind,Crispian St. Peters,6jbpEvKfdY78BDPAr8vQ1i
5640,Amor Eterno,Cristian Castro,MISSING
5658,Don't Dream It's Over,Crowded House,MISSING
5662,Dancin',Crown Heights Affair,MISSING
5663,Dreaming A Dream,Crown Heights Affair,MISSING
5664,Every Beat Of My Heart,Crown Heights Affair,MISSING
5665,Foxy Lady,Crown Heights Affair,MISSING
5667,Jellyhead,Crush,MISSING
5669,"Baby, What About You",Crystal Gayle,MISSING
5674,Ready For The Times To Get Better,Crystal Gayle,4sf54lshcOkpVYWRYb5jr7
5676,The Blue Side,Crystal Gayle,MISSING
5678,The Woman In Me,Crystal Gayle,MISSING
5683,Say... If You Feel Alright,Crystal Waters,254s8fL5BZlUyvY6zAFMPn
5684,What I Need,Crystal Waters,MISSING
5698,Misfit,Curiosity Killed The Cat,MISSING
5702,Pretty Little Angel Eyes,Curtis Lee,3KCEpGZV7pKBFQSOf8URjY
5703,Under The Moon Of Love,Curtis Lee,511WaeThmOoPqTwCp0dkb2
5716,Get Serious,Cut 'N' Move,0TxXu5F3l8N1VVjn2YjvD0
5721,Bullwhip Rock,Cyclones,MISSING
5722,The Message,Cymande,MISSING
5742,If I Had The Chance,Cynthia,MISSING
5760,That's The Way Of The World,D-Mob With Cathy Dennis,MISSING
5761,Cathedrals,D.C. LaRue,MISSING
5773,Purple Hills,D12,MISSING
5830,Might Be,DJ Luke Nasty,6EnUOnOEBb6Nw6JpKdgZkZ
5832,What's Up,DJ Miko,MISSING
5837,You Know You Like It,DJ Snake & AlunaGeorge,MISSING
5838,Turn Down For What,DJ Snake & Lil Jon,MISSING
5845,Do It Like Me,DLOW,MISSING
5905,Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH
5906,Gasolina,Daddy Yankee,2sAV2iSJbwCGRDm2YPTdVr
5907,Like You,Daddy Yankee,MISSING
5908,Rompe,Daddy Yankee,4Xtlw8oXkIOvzV7crUBKeZ
5909,Shaky Shaky,Daddy Yankee,MISSING
5917,A Promise I Make,Dakota Moon,MISSING
5919,Stop And Think It Over,Dale & Grace,04JFw8lYhqwFn1dXbdGfc7
5920,The Loneliest Night,Dale & Grace,MISSING
5921,"A House, A Car And A Wedding Ring",Dale Hawkins,MISSING
5922,La-Do-Dada,Dale Hawkins,1lTFLP5GtOuZGM73DitROv
5923,Yea - Yea (Class Cutter),Dale Hawkins,MISSING
5929,Exclusivity,Damian Dame,MISSING
5930,Right Down To It,Damian Dame,MISSING
5934,If You Go Away,Damita Jo,MISSING
5935,Keep Your Hands Off Of Him,Damita Jo,7vpIVLNTUMPPThgVX4r4ml
5945,Glad You Exist,Dan + Shay,MISSING
5950,Steal My Love,Dan + Shay,MISSING
5962,Missing You,Dan Fogelberg,1Zx9EBP7cxYqYErxcrKenR
5966,She Don't Look Back,Dan Fogelberg,2hCTSfRg9Wf5BwbljVJo6O
5976,All I See Is Your Face,Dan Hill,MISSING
5977,Growin' Up,Dan Hill,MISSING
5978,Let The Song Last Forever,Dan Hill,MISSING
5979,Never Thought (That I Could Love),Dan Hill,MISSING
5980,Sometimes When We Touch,Dan Hill,MISSING
5982,All Things Are Possible,Dan Peek,MISSING
5983,Ritual,Dan Reed Network,MISSING
5986,Winchester Cathedral,Dana Rollin,MISSING
5994,Annabelle,Daniel Boone,MISSING
6000,God Bless America,Daniel Rodriguez,MISSING
6001,Born To Fly,Danielle Bradbery,MISSING
6002,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,MISSING
6003,"Heads Carolina, Tails California",Danielle Bradbery,MISSING
6004,Maybe It Was Memphis,Danielle Bradbery,MISSING
6005,Please Remember Me,Danielle Bradbery,MISSING
6006,The Heart Of Dixie,Danielle Bradbery,MISSING
6007,Who I Am,Danielle Bradbery,MISSING
6012,Looks Like Love Again,Dann Rogers,MISSING
6013,Back To The Hop,Danny & The Juniors,6rObRJ1dqggrWG0SsUxwj1
6014,Doin' The Continental Walk,Danny & The Juniors,MISSING
6015,Oo-La-La-Limbo,Danny & The Juniors,MISSING
6016,Pony Express,Danny & The Juniors,2hmQKgfyam5BwFSWFWd3ZE
6017,Twistin' U.S.A.,Danny & The Juniors,MISSING
6019,My Best Days Are Ahead Of Me,Danny Gokey,MISSING
6020,Colorado,Danny Holien,MISSING
6023,The Peppermint Twist,Danny Peppermint and the Jumping Jacks,MISSING
6028,Mary's Prayer,Danny Wilson,5hpVHZwKJwezjJoJ0r9VPd
6042,Homegrown Honey,Darius Rucker,MISSING
6057,The Pain Gets A Little Deeper,Darrow Fletcher,MISSING
6101,Why Do Lovers (Break Each Other's Heart?),Daryl Hall John Oates,MISSING
6106,Freakit,Das EFX,1A4DjgWzJ839VdFCKE5hBD
6110,Don't Wait,Dashboard Confessional,MISSING
6112,Crawling Back To You,Daughtry,MISSING
6117,No Surprise,Daughtry,6JnqbWl6N8g4Ikw5uZiJY4
6124,Fiesta,"Dave ""Baby"" Cortez",MISSING
6125,Happy Weekend,"Dave ""Baby"" Cortez",MISSING
6129,The Whistling Organ,"Dave ""Baby"" Cortez",1NaCN68CQyWfgFhx9idaBg
6133,Six Days On The Road,Dave Dudley,0LpmpBulMgAwtdC3YYgkql
6134,Almost Saturday Night,Dave Edmunds,MISSING
6137,I Hear You Knocking,Dave Edmunds,6omuqni0bbtHAegfZklmiF
6139,Slipping Away,Dave Edmunds,MISSING
6156,Mercy,Dave Matthews Band,MISSING
6189,I'm Afraid Of Americans,David Bowie,MISSING
6206,Midnight Lace,David Carroll And His Orchestra,MISSING
6207,The White Rose Of Athens,David Carroll And His Orchestra,MISSING
6211,Lyin' To Myself,David Cassidy,4UBxfFUzqdwm0E6gFA5iJC
6237,Winter Games,David Foster,MISSING
6268,He's My Girl,David Hallyday,MISSING
6269,Ooh La La,David Hallyday,MISSING
6274,You Mean The World To Me,David Houston,7DInsiLkwZbv37GM8XlvUm
6275,My Elusive Dreams,David Houston & Tammy Wynette,MISSING
6276,"Honey, Honey",David Hudson,MISSING
6277,What Are We Going To Do?,David Jones,MISSING
6280,If I Had My Wish Tonight,David Lasley,MISSING
6281,Loco,David Lee Murphy,MISSING
6304,Judy,David Seville,MISSING
6306,The Bird On My Head,David Seville,MISSING
6309,Alvin's Orchestra,David Seville And The Chipmunks,MISSING
6310,Ragtime Cowboy Joe,David Seville And The Chipmunks,MISSING
6312,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,MISSING
6316,The Alley Cat Song,David Thorne,MISSING
6320,Come Over To My Place,Davina,MISSING
6321,So Good,Davina,MISSING
6323,Dessert,Dawin,MISSING
6329,Runaway/Happy Together,Dawn Featuring Tony Orlando,MISSING
6342,Let It All Blow,Dazz Band,6swDbMpUoQ9DyHIe8QZg6E
6345,Me Myself And I,De La Soul,MISSING
6351,Brand New Lover,Dead Or Alive,4JO49IxCMeGdWVtBU5ESAO
6354,Something In My House,Dead Or Alive,4UjEAxdjt3kC5GtGIadB5t
6357,Tell Him No,Dean & Marc,MISSING
6358,"Hey Jean, Hey Dean",Dean And Jean,5G9rWYvAkwC7V4GXwGsPS2
6359,I Wanna Be Loved,Dean And Jean,2I3QHUZJk0jJIj2y14ZJn9
6360,Tra La La La Suzy,Dean And Jean,7btxYgUsFop6R3xIoMLSl1
6364,(Open Up The Door) Let The Good Times In,Dean Martin,2inKqHAEVAmqPC6uao31X0
6366,A Million And One,Dean Martin,7dGly5Sc0HABmqkhmll0cA
6369,Come Running Back,Dean Martin,29JTm8vgm4tYFvOr1OPcTw
6372,Houston,Dean Martin,27hZOgCqrouNlhFw3vxg6X
6373,I Take A Lot Of Pride In What I Am,Dean Martin,63kOwdtlpaUzo2mkzzooHl
6375,In The Chapel In The Moonlight,Dean Martin,2Oabv85FCY9lUmyPPmcggX
6376,In The Misty Moonlight,Dean Martin,4d1Hu4WB0cIrI3n7CWeaTE
6377,Lay Some Happiness On Me,Dean Martin,3PcTCFDtLnMYzG0Sl5jcR7
6379,"Little Ole Wine Drinker, Me",Dean Martin,1JJWpOY1xjW749RoNeeeuF
6380,Nobody's Baby Again,Dean Martin,0iuInH8NHuc20aYbqEQZrG
6384,Send Me The Pillow You Dream On,Dean Martin,4n4SAV90v25ioOYqOkTQJv
6385,Somewhere There's A Someone,Dean Martin,6o6SjSnjl1uFjvAMDhmZ3H
6386,The Door Is Still Open To My Heart,Dean Martin,1WKMAaCkDKt4SUqn7BRQ3G
6387,Volare (Nel Blu Dipinto Di Blu),Dean Martin,45qRwTjHzNHYr7PPJrtRdL
6393,The Search,Dean Reed,MISSING
6394,Absence Of The Heart,Deana Carter,7wLHPeD2BAtsibEcV9XYL8
6398,Look For A Star,Deane Hawley,MISSING
6401,Soul Meets Body,Death Cab For Cutie,1gRGd7Huqfs9ICG60lF5nh
6410,Hey Lover,Debbie Dovale,MISSING
6422,Backfired,Debbie Harry,MISSING
6423,French Kissin,Debbie Harry,MISSING
6424,In Love With Love,Debbie Harry,MISSING
6425,The Jam Was Moving,Debbie Harry,MISSING
6428,City Lights,Debbie Reynolds,2tKGUpiFebh8qv9HmXafLE
6429,I Don't Wanna Leave You,Debbie Taylor,MISSING
6431,California,Debby Boone,MISSING
6447,At My Front Door,Dee Clark,0BEnKVdquPgRHXVfznOvgg
6448,Crossfire Time,Dee Clark,57KuV33kfulB4wQOyYXEV6
6450,How About That,Dee Clark,2kV7S1nOw4Jfo8rapygdmd
6452,Just Keep It Up,Dee Clark,3DynDY8QTZHVO7Vqb6UYIS
6455,You're Looking Good,Dee Clark,MISSING
6456,Your Friends,Dee Clark,4DmFPUXc0z3s159tXS3ZlK
6459,I Really Love You,Dee Dee Sharp,6IQicdNsCCtVaLXvncd8vD
6461,Ride!,Dee Dee Sharp,7HxGQpDnCpf7Pkb2D73M8H
6462,Rock Me In The Cradle Of Love,Dee Dee Sharp,MISSING
6463,Where Did I Go Wrong,Dee Dee Sharp,MISSING
6464,Wild!,Dee Dee Sharp,MISSING
6465,"Willyam, Willyam",Dee Dee Sharp,MISSING
6466,Foolish Fool,Dee Dee Warwick,MISSING
6467,I Want To Be With You,Dee Dee Warwick,MISSING
6472,When Love Slips Away,Dee Dee Warwick,MISSING
6473,Peter Rabbit,Dee Jay And The Runaways,MISSING
6477,Sweet Lullaby,Deep Forest,1jICgYoQuukOtDI2jnGcJC
6478,Black Night,Deep Purple,6cy91u8O15XTe8gF47db41
6507,You And Me Tonight,Deja,MISSING
6508,My Heart Will Go On,Deja Vu,4AcbAdqxX6H02JIwRPR4QL
6509,Always The Last To Know,Del Amitri,55X0NwuKXDkk9kA9nPmo3U
6513,Break Up,Del Shannon,MISSING
6532,Where There's A Will There's A Way,Delaney & Bonnie,MISSING
6533,Free The People,Delaney & Bonnie & Friends,MISSING
6535,Soul Shake,Delaney & Bonnie & Friends,MISSING
6541,Tres Delinquentes,Delinquent Habits,MISSING
6547,Don't You Know,Della Reese,MISSING
6550,Sermonette,Della Reese,3iU0mRqlLThHxGg5jEF2S2
6555,White Tee's,Dem Franchize Boyz,7JQewUMic1DudLQV1TgYg4
6558,Anyone,Demi Lovato,MISSING
6559,Body Say,Demi Lovato,MISSING
6563,Dancing With The Devil,Demi Lovato,0VQ3GSPdl4njPOr3lyaoaD
6570,I Love Me,Demi Lovato,2IHLaN6wwYKQ3S24NsQqpA
6577,Sorry Not Sorry,Demi Lovato,MISSING
6578,Tell Me You Love Me,Demi Lovato,MISSING
6586,I Can't Wait,Deniece Williams,1paZtNqGti7o32DSinDmcS
6588,It's Gonna Take A Miracle,Deniece Williams,7KVh8HjDQR1sYxoucLiri3
6598,If You Feel It,Denise Lopez,MISSING
6599,Sayin' Sorry (Don't Make It Right),Denise Lopez,MISSING
6610,Midnight,Dennis Yost And The Classics IV,MISSING
6613,The Funniest Thing,Dennis Yost And The Classics IV,MISSING
6615,Where Did All The Good Times Go,Dennis Yost And The Classics IV,MISSING
6619,Peter Gunn,Deodato,MISSING
6620,Rhapsody In Blue,Deodato,0Rgf0Yv57VT219XddjAPFd
6622,Love Makes The World Go Round,Deon Jackson,MISSING
6623,Love Takes A Long Time Growing,Deon Jackson,MISSING
6625,Barrel Of A Gun,Depeche Mode,5COH2h5ncTVFfAUhBM2J7k
6628,Home,Depeche Mode,747YFXlsStfjON5cmYMT0d
6643,Cinnamon,Derek,4nplUKBR0KWVt5lhazH5iJ
6648,Let Me In,Derringer,MISSING
6655,Love On A Rooftop,Desmond Child,32aLQxyWnvLXRsrmtCqeyq
6657,Our Love Is Insane,Desmond Child And Rouge,1fBlXq73lUuXmHCuBUfwXJ
6665,Independent Women Part I,Destiny's Child,MISSING
6676,Wear This Ring (With Love),Detroit Emeralds,5sU80LuGsKQPaDsUL7n8El
6677,"You Want It, You Got It",Detroit Emeralds,2LYx0X4f2clCAiNJxIRKuB
6681,Hanging On A Heart Attack,Device,15oottPa6cgnaX3ivQE5N6
6682,Who Says,Device,MISSING
6687,Energy,Devone,MISSING
6690,Heartless,Dia Frampton,MISSING
6691,Inventing Shadows,Dia Frampton,MISSING
6692,Losing My Religion,Dia Frampton,MISSING
6701,L-L-Lies,Diana King,MISSING
6708,I Thought It Took A Little Time (But Today I Fell In Love),Diana Ross,1jzXG5nrBByopUda5aLIXX
6721,Reach Out And Touch (Somebody's Hand),Diana Ross,7mKrMOpU3OMHCooWEOMZ92
6729,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,10VbGCpgC4FtmYSwBLvIDX
6755,Jimmy Kiss And Run,Diane Maxwell,MISSING
6756,Please Don't Talk To The Lifeguard,Diane Ray,MISSING
6761,Makin' The Best Of A Bad Situation,Dick Feller,1c6kr4bZlra1FjIJ3HEVlG
6765,(Theme from) A Summer Place,Dick Roman,MISSING
6766,All My Trials,Dick and DeeDee,MISSING
6767,Be My Baby,Dick and DeeDee,MISSING
6768,Tell Me,Dick and DeeDee,7BlWK6ZJN4oYqlUKZBz4q0
6769,The Mountain's High,Dick and DeeDee,MISSING
6770,Thou Shalt Not Steal,Dick and DeeDee,MISSING
6771,Turn Around,Dick and DeeDee,MISSING
6772,Where Did The Good Times Go,Dick and DeeDee,MISSING
6773,Young And In Love,Dick and DeeDee,MISSING
6774,"9,999,999 Tears",Dickey Lee,MISSING
6777,Laurie (Strange Things Happen),Dickey Lee,MISSING
6778,Patches,Dickey Lee,MISSING
6779,The Girl From Peyton Place,Dickey Lee,MISSING
6780,Batman & His Grandmother,Dickie Goodman,2nmtXUR7o1t7e4fClK1ccT
6783,Kong,Dickie Goodman,7raErH6the8Y9JRGakXpl6
6784,Luna Trip,Dickie Goodman,0rXvvATCO27bTyYn8iWhZY
6786,Mr. President,Dickie Goodman,2KXqsd6ADPW5BN1FKsWLim
6787,On Campus,Dickie Goodman,4QxSoF0tOKtRxhvonIBxt5
6788,Santa & The Touchables,Dickie Goodman,3JlOn1P1hQX2VoLBJw6tSw
6789,The Touchables,Dickie Goodman,4Wi9uKfGmxgGa2EsiwILCh
6791,Watergrate,Dickie Goodman,2hUaZ2A8dSGYtHXusYL8YY
6792,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,MISSING
6798,Last Night,Diddy Featuring Keyshia Cole,MISSING
6825,Up On The Ridge,Dierks Bentley,MISSING
6834,Kiss You Back,Digital Underground,MISSING
6835,The Humpty Dance,Digital Underground,MISSING
6844,I Wouldn't Know (What To Do),Dinah Washington,MISSING
6847,Our Love Is Here To Stay,Dinah Washington,2hqEfg0DDLIC2hRSu3X17S
6849,Soulville,Dinah Washington,2hEziLrwhm0iydTDmAnHJ3
6850,Tears And Laughter,Dinah Washington,6JS0rmZ0iRaX97cV85GJVg
6861,Gentle,Dino,67xKVKyivtZfLydreRR7hL
6864,Ooh Child,Dino,MISSING
6875,"Abraham, Martin And John",Dion,0JM3X9sJ7bdF9pfnlQCgAZ
6879,From Both Sides Now,Dion,MISSING
6887,Purple Haze,Dion,MISSING
6894,Your Own Back Yard,Dion,MISSING
6905,Drip Drop,Dion Di Muci,MISSING
6908,Reservations For Two,Dionne & Kashif,MISSING
6920,Don't Make Me Over,Dionne Warwick,MISSING
6966,Industrial Disease,Dire Straits,MISSING
6967,Lady Writer,Dire Straits,MISSING
6968,Money For Nothing,Dire Straits,01Txvu3dNthhldq8oR0Pae
6969,Skateaway,Dire Straits,MISSING
6970,So Far Away,Dire Straits,5PcKrPaPQw0uR2bU0xPGCh
6972,Walk Of Life,Dire Straits,2DmZ7aPhT5jkqLIYxTpQlJ
6977,"I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",Disco Tex & The Sex-O-Lettes,MISSING
6997,Goodbye Earl,Dixie Chicks,MISSING
7000,Landslide,Dixie Chicks,MISSING
7009,Wide Open Spaces,Dixie Chicks,MISSING
7015,Drift Away,Dobie Gray,MISSING
7016,"Find 'Em, Fool 'Em & Forget 'Em",Dobie Gray,MISSING
7017,If Love Must Go,Dobie Gray,MISSING
7019,Loving Arms,Dobie Gray,MISSING
7021,You Can Do It,Dobie Gray,4KAhsQF1FhW9BJX3e9gNBw
7025,No,Dodie Stevens,1ugc1PHB2qbkcuOaGiXXIu
7027,The Five Pennies,Dodie Stevens,2AyrZUT65ufBCR47gAUi9f
7029,"Yes, I'm Lonesome Tonight",Dodie Stevens,3xDafKq6lG6TJ5m0cUBgtt
7033,Get Into It (Yuh),Doja Cat,MISSING
7036,Woman,Doja Cat,MISSING
7047,Shooting Star,Dollar,5RLPoHTNovjxSAMQ5fevOy
7065,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,MISSING
7066,"Piove (Ciao, Ciao Bambina)",Domenico Modugno,MISSING
7068,Physical Funk,Domino,MISSING
7070,Magic Wand,Don & Juan,09EOb0A1DBETowU7tODmFx
7071,What's Your Name,Don & Juan,3gzbPqfjQKHTUm18u71cIt
7073,I Could Be So Good To You,Don And The Goodtimes,5S8ZaLdKQgarWfa6IOg301
7081,The Popeye Waddle,Don Covay,1Tz6nZQahJrax0bZCh9MCh
7083,Seesaw,Don Covay & The Goodtimers,MISSING
7085,Delta Queen,Don Fardon,MISSING
7087,Lonely Saturday Night,Don French,1qyea5mSGNz7PPq2G7bMWh
7089,Glory Of Love,Don Gardner And Dee Dee Ford,MISSING
7093,"Far, Far Away",Don Gibson,1DFvzS8bmOeRlJa4FAdHQY
7097,Lonesome Old House,Don Gibson,MISSING
7098,Look Who's Blue,Don Gibson,5jqMqaf71zAhxrl0D6ks3q
7100,Sweet Dreams,Don Gibson,3Ec0t5uhQ6DK9m3kPIUOkw
7101,What About Me,Don Gibson,MISSING
7103,This Is Your Song,Don Goodwin,MISSING
7124,If We Try,Don McLean,3BPaqjeZxpMy0sD6ksuzSM
7130,Angelito,Don Omar,7zo8XAMYBG6nGpqGiIudBc
7132,Danza Kuduro,Don Omar & Lucenzo,MISSING
7154,Serious,Donna Allen,1MeTDprAANy4JqeIkxohn5
7155,Funny Face,Donna Fargo,5owF5IGEDtby7X3aKvRTnU
7156,It Do Feel Good,Donna Fargo,MISSING
7157,Little Girl Gone,Donna Fargo,12BaGm6ikudPRIQqxJmRyt
7158,Superman,Donna Fargo,MISSING
7160,U.S. Of A,Donna Fargo,0vCeCNWClpQvw3Kev6O4JB
7161,You Can't Be A Beacon (if Your Light Don't Shine),Donna Fargo,2aeag0FGVN0NCLr2aa5bvk
7165,My Boyfriend Got A Beatle Haircut,Donna Lynn,MISSING
7166,Save Me,Donna McDaniel,MISSING
7168,Cold Love,Donna Summer,3sGos6sCU8BYRpXqDaphtH
7171,Dinner With Gershwin,Donna Summer,MISSING
7174,I Love You,Donna Summer,3NAbCGjysrLTZkbYVwxcXu
7178,Love Is In Control (Finger On The Trigger),Donna Summer,MISSING
7186,State Of Independence,Donna Summer,MISSING
7187,Supernatural Love,Donna Summer,MISSING
7188,The Wanderer,Donna Summer,0L0dxQrZ13JcQ2IV66PvTG
7189,The Woman In Me,Donna Summer,MISSING
7190,There Goes My Baby,Donna Summer,MISSING
7195,When Love Cries,Donna Summer,MISSING
7196,Who Do You Think You're Foolin',Donna Summer,0PvQfB01fu0NgRnJwMOevV
7198,Doll House,Donnie Brooks,MISSING
7199,Memphis,Donnie Brooks,MISSING
7200,Mission Bell,Donnie Brooks,MISSING
7212,Need You,Donnie Owens,6IvUfxxT5fWpoSpAmeknNh
7214,My Memories Of You,Donnie and The Dreamers,1zAdYvU6u7JZm4Pq0op4qC
7219,Make The World Go Away,Donny & Marie Osmond,59zGzgvscde8NrkAf4g6nS
7221,On The Shelf,Donny & Marie Osmond,MISSING
7224,I Love You More Than You'll Ever Know,Donny Hathaway,2qdyq2N1XfaA8QhtiOWWFG
7225,"Love, Love, Love",Donny Hathaway,53ZRlP6Vv96bG0mc25DW2u
7229,All Roads (Lead Back To You),Donny Most,MISSING
7236,My Love Is A Fire,Donny Osmond,MISSING
7238,Sacred Emotion,Donny Osmond,MISSING
7239,Soldier Of Love,Donny Osmond,MISSING
7242,Too Young,Donny Osmond,5ycWkeP8c52M8c563DOz9W
7250,Epistle To Dippy,Donovan,MISSING
7252,I Like You,Donovan,MISSING
7254,Lalena,Donovan,7oDYpe00QtIF0TtRGOW8qg
7258,There Is A Mountain,Donovan,2xh3WWLp1ElZRKB11UNV9B
7269,To The Other Woman (I'm The Other Woman),Doris Duke,18tXe5y0wgurbnzcRUSAdd
7274,I Believe You,Dorothy Moore,MISSING
7277,Spirit In The Sky,Dorothy Morrison,MISSING
7280,(There Was A) Tall Oak Tree,Dorsey Burnette,5SZxPtk6jheFFwp3ziaih7
7281,Hey Little One,Dorsey Burnette,2viMykKxeUpvggccryhXkO
7282,The Greatest Love,Dorsey Burnette,MISSING
7290,Mama Let Him Play,Doucette,MISSING
7297,It's My Life,Dr. Alban,5Z2ZL7WCG0Hq2leP0ZkXAw
7300,Dre Day,Dr. Dre,MISSING
7302,Let Me Ride,Dr. Dre,MISSING
7303,"Nuthin' But A ""G"" Thang",Dr. Dre,MISSING
7313,Baby Makes Her Blue Jeans Talk,Dr. Hook,MISSING
7314,Better Love Next Time,Dr. Hook,2RwLs2dPoY8Tt1FumMvimx
7319,Sexy Eyes,Dr. Hook,6uxGAruWvj6O2hVBBTNITa
7335,The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,MISSING
7336,Marble Breaks And Iron Bends,Drafi,MISSING
7337,Rain,Dragon,1APgqlGcOETzgrquIUWlVh
7344,7am On Bridle Path,Drake,MISSING
7355,Champagne Poetry,Drake,MISSING
7356,Charged Up,Drake,5ONHYmBbmG5tUIjkuX2Amq
7359,Come Thru,Drake,MISSING
7363,Diplomatic Immunity,Drake,MISSING
7378,Furthest Thing,Drake,7EdJ8z6IBotTjO50DfzzuV
7402,No Friends In The Industry,Drake,MISSING
7409,Own It,Drake,7pjJBo6DULg6YK66PA8v7r
7410,Papi's Home,Drake,MISSING
7413,Pipe Down,Drake,MISSING
7414,Race My Mind,Drake,MISSING
7422,Started From The Bottom,Drake,5DI9jxTHrEiFAhStG7VA8E
7427,TSU,Drake,MISSING
7430,The Language,Drake,3IQgeOgdHIag6mu0mgKRgQ
7432,The Remorse,Drake,MISSING
7437,Tuscan Leather,Drake,3rE5PBReux0vbrIqbWFLnt
7438,"Two Birds, One Stone",Drake,MISSING
7445,Worst Behavior,Drake,48RN2EOOyG2Gs5Pyla7ZJj
7446,Wu-Tang Forever,Drake,5LAKjqbB5uurPpxFEicd9S
7518,If I Should Lose You,Dreamlovers,47ZLv627wRHX9vi4HmgIOg
7536,Vado Via,Drupi,6lvBsAz5ijpTLG78xgpD80
7548,Stick Shift,Duals,3VYQy0o7oi0ea9XsJOYjeq
7552,Ring Of Fire,Duane Eddy,MISSING
7557,Because They're Young,Duane Eddy And The Rebels,MISSING
7559,Forty Miles Of Bad Road,Duane Eddy And The Rebels,MISSING
7560,My Blue Heaven,Duane Eddy And The Rebels,MISSING
7565,Pepe,Duane Eddy His Twangy Guitar And The Rebels,MISSING
7566,Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,MISSING
7571,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,MISSING
7573,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,MISSING
7575,Barbra Streisand,Duck Sauce,5pYlc1vQ6999WU43WzF4SR
7577,Dazzey Duks,Duice,MISSING
7578,Nite Owl,Dukays,MISSING
7579,What You Got,Duke & The Drivers,MISSING
7582,Little Lady,Duke Jupiter,MISSING
7619,A Brand New Me,Dusty Springfield,MISSING
7621,All I See Is You,Dusty Springfield,4Grh5qEH99vwPsiu3Q3mrT
7627,Losing You,Dusty Springfield,52Cosj8W1s9frMkwvz5GME
